,AC,route,arrTime,hldTime
92,ac_14,RUNWAY2,1360.5003507131169,0.0
93,ac_15,LAVAX,120.0,0.0
94,ac_15,RUVIK,230.76923076923077,0.0
95,ac_15,DOVAN,355.3846153846154,0.0
96,ac_15,BIPOP,521.5384615384617,0.0
97,ac_15,VABRI,624.3956043956046,0.0
98,ac_15,RUNWAY2,815.8849660977322,0.0
99,ac_16,DOVAN,120.0,0.0
100,ac_16,BIPOP,286.15384615384613,0.0
101,ac_16,VABRI,389.010989010989,0.0
102,ac_16,RUNWAY2,580.5003507131166,0.0
103,ac_17,NYLON,180.0,0.0
104,ac_17,ELBEX,282.8571428571429,0.0
105,ac_17,RUNWAY1,474.3465045592705,0.0
106,ac_18,ASUNA,0.0,0.0
107,ac_18,BOBAG,240.0,0.0
108,ac_18,SINJON,572.3076923076923,0.0
109,ac_18,PAPA UNIFORM,756.3800904977376,0.0
110,ac_18,BETBA,897.1493212669683,0.0
111,ac_18,BIDUS,966.3800904977377,0.0
112,ac_18,ELBEX,1081.2372333548806,0.0
113,ac_18,RUNWAY1,1272.7265950570081,0.0
114,ac_19,REMES,300.0,0.0
115,ac_19,BTM,673.8461538461538,0.0
116,ac_19,DOVAN,840.0,0.0
117,ac_19,BIPOP,1006.1538461538462,0.0
118,ac_19,VABRI,1109.010989010989,0.0
119,ac_19,RUNWAY2,1300.5003507131169,0.0
120,ac_20,KEXAS,480.0,0.0
121,ac_20,LAVAX,702.3529411764706,0.0
122,ac_20,RUVIK,813.1221719457014,0.0
123,ac_20,DOVAN,960.0,0.0
124,ac_20,BIPOP,1126.1538461538462,0.0
125,ac_20,VABRI,1229.010989010989,0.0
126,ac_20,RUNWAY2,1420.5003507131169,0.0
127,ac_21,ARAMA,420.0,0.0
128,ac_21,LELIB,631.7647058823529,0.0
129,ac_21,JAYBEE,880.9954751131222,0.0
130,ac_21,ALFA,977.9185520361992,0.0
131,ac_21,BETBA,1047.1493212669684,0.0
132,ac_21,BIDUS,1116.3800904977377,0.0
133,ac_21,ELBEX,1261.2372333548806,0.0
134,ac_21,RUNWAY1,1452.7265950570081,0.0
135,ac_22,NYLON,300.0,0.0
136,ac_22,ELBEX,402.8571428571429,0.0
137,ac_22,RUNWAY1,594.3465045592706,0.0
138,ac_23,PIBAP,420.0,0.0
139,ac_23,PASPU,748.2352941176471,0.0
140,ac_23,NYLON,1052.8506787330318,15.529411764705827
141,ac_23,ELBEX,1201.2372333548806,0.0
142,ac_23,RUNWAY1,1392.7265950570081,0.0
143,ac_24,BIPOP,360.0,0.0
144,ac_24,VABRI,462.8571428571429,0.0
145,ac_24,RUNWAY2,654.3465045592706,0.0
146,ac_25,SINJON,120.0,0.0
147,ac_25,PAPA UNIFORM,300.0,0.0
148,ac_25,BETBA,410.76923076923083,0.0
149,ac_25,BIDUS,480.0,0.0
150,ac_25,ELBEX,594.8571428571429,0.0
151,ac_25,RUNWAY1,786.3465045592706,0.0
