,AC,route,arrTime,hldTime
76,ac_14,VABRI,1169.74069408852,0
77,ac_14,RUNWAY2,1361.2300557906478,0
78,ac_15,LAVAX,120.0,0
79,ac_15,RUVIK,230.76923076923077,0
80,ac_15,DOVAN,355.3846153846154,0
81,ac_15,BIPOP,521.5384615384615,0
82,ac_15,VABRI,624.3956043956044,0
83,ac_15,RUNWAY2,815.8849660977321,0
84,ac_16,DOVAN,120.0,0
85,ac_16,BIPOP,286.1538461538462,0
86,ac_16,VABRI,389.010989010989,0
87,ac_16,RUNWAY2,580.5003507131166,0
88,ac_17,NYLON,180.0,0
89,ac_17,ELBEX,282.85714285714283,0
90,ac_17,RUNWAY1,474.3465045592705,0
91,ac_18,ASUNA,0.0,0
92,ac_18,BOBAG,211.76470588235293,0
93,ac_18,SINJON,544.0723981900453,0
94,ac_18,PAPA UNIFORM,724.0723981900453,0
95,ac_18,BETBA,834.841628959276,0
96,ac_18,BIDUS,904.0723981900453,0
97,ac_18,ELBEX,1018.9295410471882,0
98,ac_18,RUNWAY1,1210.4189027493157,0
99,ac_19,REMES,300.0,0
100,ac_19,BTM,673.8461538461538,0
101,ac_19,DOVAN,840.0,0
102,ac_19,BIPOP,1006.1538461538462,0
103,ac_19,VABRI,1109.010989010989,0
104,ac_19,RUNWAY2,1300.5003507131169,0
105,ac_20,KEXAS,480.0,0
106,ac_20,LAVAX,716.25,90
107,ac_20,RUVIK,912.0192307692307,0
108,ac_20,DOVAN,1036.6346153846152,0
109,ac_20,BIPOP,1202.7884615384614,0
110,ac_20,VABRI,1305.6456043956043,0
111,ac_20,RUNWAY2,1497.134966097732,0
112,ac_21,ARAMA,420.0,0
113,ac_21,LELIB,631.7647058823529,0
114,ac_21,JAYBEE,880.9954751131222,0
115,ac_21,ALFA,977.9185520361991,0
116,ac_21,BETBA,1047.1493212669684,0
117,ac_21,BIDUS,1116.3800904977377,0
118,ac_21,ELBEX,1231.2372333548806,0
119,ac_21,RUNWAY1,1422.7265950570081,0
120,ac_22,NYLON,300.0,0
121,ac_22,ELBEX,402.85714285714283,0
122,ac_22,RUNWAY1,594.3465045592704,0
123,ac_23,PIBAP,420.0,0
124,ac_23,PASPU,748.2352941176471,0
125,ac_23,NYLON,1052.8506787330316,0
126,ac_23,ELBEX,1155.7078215901745,0
127,ac_23,RUNWAY1,1347.1971832923023,0
128,ac_24,BIPOP,360.0,0
129,ac_24,NYLON,496.0,80
130,ac_24,VABRI,684.6842105263158,0
131,ac_24,RUNWAY2,876.1735722284435,0
132,ac_25,SINJON,120.0,0
133,ac_25,PAPA UNIFORM,300.0,0
134,ac_25,BETBA,410.7692307692308,0
135,ac_25,BIDUS,480.0,0
136,ac_25,ELBEX,594.8571428571429,0
137,ac_25,RUNWAY1,786.3465045592706,0
